"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"1059"	3	4	4	1	4	2	1	2	1	1	1	1	3	2	2	3	1	1	1	1	1	1	2	3	1	1	1	4	1	4	1	2	1	2	1	4	1	2	2	2	4	1	1	1	2	1	2	1	2	2	1	1	1	2	4	3	1	1	1	3	1	1	1	3	4	1	4	2	1	3	1	2	4	1	1	4	1	1	2	1	3	1	3	2	4	1	4	1	3	1	1	1	1	4	4	2	4	3	1	1
"1060"	1	2	1	1	4	2	2	2	4	1	3	1	2	2	4	1	4	3	3	1	1	2	2	2	1	1	1	1	1	1	2	4	1	2	1	4	2	2	2	3	1	2	1	2	3	1	1	1	1	4	1	1	1	4	3	2	1	1	2	1	3	1	1	1	1	2	1	2	1	3	4	3	1	1	2	4	1	4	1	1	2	1	1	4	1	1	1	1	2	1	1	1	1	4	1	2	4	2	2	2
"1061"	3	2	3	4	2	1	1	4	1	1	3	1	4	2	2	1	1	1	1	1	4	2	3	4	1	1	1	2	1	1	2	3	1	1	1	2	2	1	2	1	3	2	1	2	1	1	3	1	1	1	2	1	1	1	3	4	1	2	1	4	1	4	2	3	2	1	2	2	1	3	1	1	1	1	4	4	1	4	1	3	3	1	2	4	1	1	3	2	3	1	1	1	1	2	1	1	4	3	2	2
"1062"	1	2	3	1	1	2	1	1	1	1	3	2	1	4	2	1	1	3	2	1	1	1	4	4	1	2	1	3	1	2	1	2	1	1	1	2	4	1	1	4	3	1	1	2	2	4	3	1	2	2	1	1	1	1	3	1	1	1	4	2	2	4	1	4	2	2	1	1	4	3	2	3	1	4	3	1	2	3	2	1	3	4	3	1	3	1	1	1	4	2	1	2	1	2	1	1	1	1	1	2
"1063"	3	1	1	1	3	4	1	4	2	3	4	1	2	4	2	1	1	3	1	1	1	2	2	3	4	1	1	1	1	4	3	1	1	1	1	1	2	1	2	1	4	2	2	3	1	2	3	1	1	1	2	1	1	1	1	3	3	1	1	1	3	2	4	2	2	3	1	1	1	1	1	3	1	2	1	4	1	4	1	1	2	1	4	1	1	1	4	1	3	1	1	1	4	4	3	3	4	1	4	1
"1064"	2	1	2	1	1	1	1	1	1	1	1	1	4	2	1	1	1	3	2	1	1	3	2	1	1	1	1	1	1	2	2	2	1	3	1	2	4	1	3	2	3	2	1	2	2	2	1	1	3	2	1	1	1	3	1	1	1	4	1	1	3	1	2	1	2	4	1	2	1	3	2	1	2	4	1	3	1	2	2	2	2	2	3	2	1	1	1	2	2	2	1	4	1	2	3	1	1	3	3	1
"1065"	4	2	1	2	3	1	1	1	4	2	1	1	2	2	2	1	1	1	2	1	3	1	4	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	3	2	1	2	3	2	4	1	1	1	2	1	1	3	2	4	1	3	2	3	1	1	2	1	2	2	4	2	2	1	4	1	2	1	3	1	1	1	1	2	2	2	3	1	1	1	4	1	3	2	1	3	1	1	1	2	4	3	4	1
"1066"	1	2	1	4	2	2	1	2	4	1	1	1	4	2	2	3	1	1	4	1	1	4	3	2	1	1	1	1	1	1	1	2	1	3	1	1	4	1	1	1	3	1	1	2	2	3	2	1	1	1	1	4	1	1	1	2	1	1	1	2	3	4	1	1	2	1	1	4	1	3	3	3	1	1	1	2	1	1	1	1	4	2	4	1	1	1	3	3	2	1	1	3	1	1	1	2	1	1	1	1
"1067"	1	3	2	2	4	2	1	2	4	1	3	4	4	2	2	2	1	4	4	1	3	2	1	4	1	1	1	1	1	1	1	1	1	3	1	1	4	2	2	2	2	1	2	4	2	1	2	2	1	4	1	1	1	2	2	1	1	1	1	4	1	1	1	1	1	4	1	2	1	1	4	1	1	1	1	4	1	4	2	1	3	1	3	3	2	1	1	2	1	2	1	3	1	4	3	1	3	3	2	1
"1068"	4	1	2	1	2	2	1	1	2	1	3	1	2	2	1	2	4	2	1	1	4	2	3	2	1	1	1	2	2	3	1	3	1	3	1	2	1	1	3	1	3	1	1	1	3	3	4	1	1	1	1	1	2	2	4	3	1	2	1	3	2	4	3	1	1	2	1	4	2	1	1	3	1	1	1	4	1	1	1	1	2	2	1	3	3	1	1	1	3	1	1	2	3	2	1	1	1	3	1	1
"1069"	1	2	1	3	4	2	1	1	4	1	1	2	1	2	1	1	1	2	3	2	1	2	2	3	1	1	1	1	4	2	1	2	1	4	1	4	1	1	1	2	1	4	1	2	2	1	4	1	3	2	2	1	1	3	1	1	3	2	2	4	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	4	1	4	1	2	2	1	3	1	1	1	1	4	3	2	1	4	2	4	1	2	1	2	1	1
"1070"	4	1	1	2	1	2	1	1	2	3	3	2	1	2	3	1	1	3	4	1	2	4	2	1	1	1	1	1	2	1	1	4	1	2	4	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	2	4	1	2	2	1	2	1	1	4	3	1	1	3	2	3	2	2	2	4	3	3	3	1	1	1	3	1	4	2	1	1	1	2	2	2	1	1	1	3	1	1
"1071"	3	1	1	2	2	1	1	2	2	4	3	1	1	3	3	1	1	3	3	1	4	2	2	4	2	1	1	1	1	4	2	2	1	1	1	1	1	1	3	2	3	4	1	2	1	2	2	2	3	3	1	2	4	2	1	2	1	1	1	4	1	2	1	4	1	1	1	2	1	1	1	2	4	1	4	1	1	2	1	4	3	2	1	3	1	1	4	2	3	1	1	1	1	2	1	1	3	3	4	1
"1072"	4	3	3	1	1	2	1	2	1	3	2	1	4	2	1	1	1	3	1	1	2	1	2	4	1	2	1	2	1	2	1	2	1	2	1	4	2	3	2	2	3	3	1	1	2	1	2	1	2	4	1	2	1	1	2	1	1	3	2	1	2	1	2	2	3	1	4	1	1	1	4	2	2	1	1	3	1	4	1	1	3	2	3	2	3	1	2	2	3	2	1	1	2	1	1	2	4	3	1	2
"1073"	2	1	3	2	1	2	1	1	2	2	3	4	2	2	2	1	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	3	4	1	2	1	3	1	1	2	2	3	3	1	3	2	2	1	1	1	1	2	1	2	1	1	1	1	2	3	2	2	1	1	4	1	4	3	1	3	1	4	1	4	1	1	3	1	3	1	2	1	1	1	3	2	1	1	1	1	1	2	4	2	1	1
"1074"	3	1	1	2	2	1	1	1	4	2	4	1	4	1	1	1	1	3	4	2	4	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	3	2	1	2	4	1	1	1	3	2	2	1	1	4	3	1	1	2	1	2	1	3	1	1	2	3	1	1	1	1	2	3	3	2	1	3	1	1	1	4	2	2	1	1	1	1	1	1	2	1	1	3	3	1	1	2	1	1	1	4
"1075"	1	1	1	1	4	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	3	1	4	4	2	2	1	3	2	1	2	2	1	4	1	1	1	1	4	1	2	1	1	1	1	2	4	1	2	1	2	2	1	1	2	1	1	4	1	4	2	1	3	1	1	2	4	3	1	4	3	1	1	1	2	2	1	1	1	4	4	1	1	1	3	2	1
"1076"	4	2	3	3	2	4	1	2	4	1	4	2	1	2	2	2	4	1	1	4	2	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	4	2	2	2	3	2	1	1	2	1	4	1	3	1	2	4	1	1	1	2	1	1	2	2	1	1	1	1	2	2	4	4	1	1	1	2	2	2	1	3	3	4	1	1	2	1	1	1	2	1	1	4	1	2	1	2	1	2	1	1	2	1	4	1
"1077"	2	1	4	1	4	1	1	2	3	1	1	1	1	2	3	3	1	3	3	1	4	1	4	2	1	3	1	1	1	1	1	3	1	4	1	1	1	1	1	2	3	3	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	2	4	2	4	1	1	1	1	3	1	1	1	1	1	1	1	4	2	4	1	4	1	1	1	4	1	1	3	1	1	1	2	1	3	2	1
"1078"	1	2	3	1	2	4	1	2	4	1	3	3	2	2	1	3	4	3	1	4	4	2	2	2	1	2	1	1	2	2	2	4	1	2	1	1	1	1	2	2	3	4	1	1	1	1	2	1	3	1	4	4	1	1	2	1	1	2	2	3	2	2	1	1	1	1	1	2	1	3	3	1	2	1	1	3	1	4	1	1	2	2	4	4	3	1	4	2	4	1	1	2	2	2	1	2	4	2	1	1
"1079"	1	1	2	1	4	2	1	2	2	3	1	2	1	2	2	1	1	1	3	1	2	1	4	4	1	3	1	1	1	1	1	4	1	4	1	2	1	2	1	2	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	3	4	3	4	2	1	2	1	1	4	1	3	4	2	1	1	1	1	2	1	2	3	3	2	2	3	3	1	2	2	1	4	1	1	3	1	1	3	1	1	4	1
"1080"	1	2	1	1	3	3	1	1	3	3	3	1	4	1	2	1	1	2	2	1	1	1	4	2	1	2	1	3	1	2	2	4	1	2	1	1	1	4	3	3	3	3	4	1	2	1	2	1	4	2	2	1	1	2	3	3	1	1	4	1	3	1	2	1	1	2	4	3	1	1	4	3	3	1	4	1	2	2	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	2	4	1	2	1
"1081"	4	1	3	1	4	4	1	3	1	1	3	1	2	4	3	1	2	3	4	1	1	4	4	2	1	1	1	2	1	1	2	4	1	1	1	3	2	1	2	3	3	1	1	2	1	2	3	2	1	1	2	4	1	1	3	4	1	2	1	4	1	2	2	2	4	2	1	4	3	1	4	2	1	1	1	4	1	3	1	3	4	1	1	1	2	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1
"1082"	1	1	3	1	1	4	1	4	4	1	4	2	1	1	2	2	2	1	4	1	3	1	2	3	2	4	1	1	1	1	4	2	1	3	4	3	3	2	1	1	3	1	2	1	4	2	3	2	2	1	1	1	1	2	3	2	1	1	2	4	3	1	2	1	1	3	1	2	2	1	4	4	2	2	3	2	2	3	2	1	2	3	1	3	3	1	1	2	4	2	1	1	3	2	1	2	4	1	2	1
"1083"	4	1	3	1	4	1	1	2	3	1	3	1	2	1	4	4	1	1	1	1	3	1	2	3	1	1	1	1	2	1	2	2	1	2	1	2	1	2	3	1	3	1	1	1	2	2	4	1	1	1	2	2	1	1	1	1	1	2	2	1	3	2	2	1	2	1	4	4	1	1	4	2	2	1	1	3	1	1	2	3	2	1	4	1	3	1	1	4	2	2	1	1	2	1	1	1	4	3	2	1
"1084"	2	2	1	2	1	3	1	4	1	2	2	1	4	2	1	2	2	1	1	4	1	1	2	3	1	4	1	1	1	1	1	2	1	3	1	2	4	1	3	1	3	1	2	1	2	1	3	1	3	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	3	2	1	1	3	1	1	1	4	4	1	1	1	4	2	1	2	1	1	1	1	4	1	1	1	2	1	1	3	3	3	1	1
"1085"	4	2	1	2	1	2	1	3	1	1	2	1	3	2	2	1	2	1	1	2	4	1	2	1	1	1	1	1	2	1	1	1	1	2	3	3	4	1	1	2	3	2	1	2	2	4	2	1	2	2	2	4	1	2	1	4	1	1	2	2	1	2	1	3	2	1	1	1	4	1	4	3	4	1	1	1	1	4	2	1	2	2	1	1	3	1	1	2	2	2	1	3	2	2	1	2	4	2	2	1
"1086"	4	1	2	1	4	3	1	2	4	1	1	4	1	2	2	1	2	1	4	1	1	3	3	3	1	1	1	1	1	2	1	1	1	3	1	1	4	1	4	1	3	1	1	2	2	2	4	1	1	1	3	2	2	2	3	1	1	1	2	3	1	2	1	1	1	4	1	2	2	1	4	1	1	1	1	3	1	3	3	1	3	1	1	1	2	1	3	1	3	2	1	1	1	2	1	1	4	3	4	1
"1087"	1	1	2	1	1	2	1	2	1	2	1	3	4	2	2	1	1	1	3	1	1	1	3	1	1	1	1	1	2	4	2	1	1	4	1	1	1	2	4	1	4	1	1	2	2	1	4	1	2	1	2	1	1	1	1	1	1	2	2	2	1	4	1	2	1	1	2	4	4	2	4	3	1	1	1	1	1	4	1	1	2	3	1	1	2	1	1	4	3	1	1	3	2	1	1	3	1	3	2	4
"1088"	1	2	4	1	1	1	1	1	3	3	1	1	1	2	1	1	1	1	1	2	3	1	1	2	4	1	1	1	1	1	1	4	1	4	1	3	1	1	1	1	3	2	2	1	1	2	4	1	1	2	2	2	1	2	1	3	1	1	2	4	4	4	1	1	2	3	1	2	2	1	4	1	3	1	1	4	1	4	1	1	2	1	3	1	3	1	1	1	3	1	1	3	1	1	1	1	4	2	1	1
"1089"	3	2	3	3	2	3	1	4	4	1	3	3	4	2	4	1	1	1	4	1	4	2	1	1	2	1	1	2	2	1	1	1	1	4	1	4	4	4	1	2	3	2	2	2	2	2	2	1	2	1	2	1	1	2	1	3	1	2	2	1	3	1	1	1	4	1	1	2	4	1	4	3	3	4	1	4	1	3	2	1	4	2	4	3	1	1	4	1	3	2	1	4	1	1	1	1	3	2	4	1
"1090"	2	2	1	1	4	4	1	1	1	1	3	1	3	1	2	3	1	1	4	2	1	1	2	4	4	1	1	1	1	1	2	2	1	3	1	1	2	2	3	2	3	4	1	1	2	1	2	1	1	1	1	1	1	2	1	4	1	3	1	1	1	1	1	1	1	2	2	4	1	3	4	1	2	1	1	4	2	2	1	1	3	1	3	1	2	1	1	1	1	1	1	3	2	1	1	2	1	1	4	1
"1091"	1	2	2	1	2	3	1	1	1	3	1	4	2	1	4	1	2	1	1	1	1	1	2	4	1	1	1	1	1	1	1	4	1	2	3	1	1	2	2	1	4	2	1	1	1	1	4	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	4	3	1	2	1	2	1	1	1	1	1	2	1	2	2	3	1	1	2	1	4	1	3	1	4	1	2	2	1	3	2	2	1	1	1	2	3	4
"1092"	1	2	2	1	4	4	1	3	1	1	2	1	2	2	2	1	1	1	4	1	1	1	2	3	1	1	1	1	2	2	1	2	1	1	1	1	1	2	4	1	3	1	1	2	3	2	3	2	1	1	1	2	4	1	1	1	1	3	2	3	1	2	1	1	2	2	2	2	1	4	4	3	1	1	2	2	1	1	2	1	4	2	4	4	3	1	1	1	3	2	1	1	1	3	1	2	4	4	4	2
"1093"	1	2	2	1	2	2	1	4	4	1	1	1	1	1	1	3	1	1	3	1	1	1	2	3	1	1	1	1	2	4	1	2	1	3	1	2	4	2	1	1	3	1	2	2	1	1	4	1	1	1	2	2	1	1	1	4	1	4	1	3	3	1	1	2	1	3	4	2	1	2	4	3	1	1	1	4	1	2	2	1	1	1	1	1	4	1	2	2	4	1	1	1	1	1	4	1	2	1	2	1
"1094"	4	3	1	1	4	1	1	1	4	3	3	2	1	1	4	3	1	1	1	2	2	1	2	3	1	1	1	2	1	2	1	4	1	2	1	4	2	3	2	1	4	1	1	1	4	1	2	1	3	1	1	1	2	1	1	1	1	2	3	1	1	1	2	1	2	2	4	2	1	1	4	3	1	1	3	2	2	3	1	1	2	2	3	3	4	1	1	2	4	2	1	1	1	1	1	1	1	1	2	1
"1095"	1	2	1	1	4	2	1	4	4	1	1	4	1	2	1	3	1	1	1	2	1	4	2	3	1	1	1	4	2	4	2	1	1	3	1	4	1	1	1	1	3	2	1	1	1	1	1	1	3	4	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	4	2	2	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	3	1	3	1	3	1	1	1	1	1	1	2	2	1	2	1
"1096"	4	1	4	1	4	4	1	1	1	1	2	2	4	2	1	4	1	1	3	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	4	1	1	1	1	4	1	2	1	2	1	1	1	1	1	1	4	2	4	1	4	1	4	1	2	4	1	3	3	4	3	2	3	3	2	1	1	1	1	3	2	1	1	1	1	1	1	2	4	1	2	1	4	1	2	4	4	3	2
"1097"	4	2	3	1	2	4	1	1	2	3	3	4	1	2	1	1	4	4	1	2	4	3	1	2	3	1	1	1	1	3	1	1	1	2	1	1	4	1	1	1	3	1	4	1	2	2	1	1	1	1	1	4	1	2	1	3	1	1	1	4	1	2	1	1	2	2	1	3	1	1	1	2	1	1	1	4	1	1	1	1	3	3	1	1	2	1	1	4	3	1	1	3	2	3	1	1	1	4	3	1
"1098"	1	1	2	1	1	4	1	2	3	1	1	4	1	2	2	2	4	1	1	1	4	2	3	1	1	1	1	1	2	1	2	3	1	1	1	3	1	2	1	1	3	2	2	1	2	2	4	1	2	1	1	1	1	1	4	2	1	4	2	4	1	2	1	2	1	4	1	3	1	2	4	1	3	2	1	1	1	4	3	1	2	4	1	1	3	1	1	2	3	1	1	2	4	2	1	1	1	1	1	1
"1099"	1	2	3	1	2	1	1	4	1	1	1	2	2	2	1	1	4	1	1	1	1	4	3	1	1	1	1	1	1	2	1	2	1	2	1	2	4	3	2	1	3	1	4	2	3	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	1	3	3	2	2	1	2	1	4	4	2	1	1	1	3	1	2	1	1	1	1	4	4	2	1	1	1	4	1	1	2	2	1	4	2	3	3	2	2
"1100"	2	2	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	4	2	4	1	1	1	1	1	1	1	1	1	3	1	3	4	2	2	1	3	1	1	1	1	2	1	1	3	2	4	3	1	2	1	1	1	1	2	2	3	1	1	1	1	1	1	2	2	3	4	1	1	2	1	4	1	4	1	1	4	2	3	2	1	1	4	1	4	1	4	1	2	1	4	2	2	1	3	1
"1101"	1	2	2	4	4	1	1	3	1	1	1	2	4	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	4	1	3	1	1	1	2	1	2	3	4	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	4	4	4	1	4	2	1	1	2	4	1	2	1	1	2	2	1	3	2	1	4	1	4	1	1	2	1	1	3	2	1	3	4	2
"1102"	3	1	3	1	2	1	1	2	4	1	2	4	4	1	2	1	2	1	1	1	2	2	2	3	1	4	1	2	2	4	1	2	1	2	1	4	1	2	1	1	4	4	1	1	3	1	2	1	1	2	2	1	1	1	1	3	1	1	2	1	3	4	3	2	2	3	1	4	1	3	1	1	2	1	1	1	1	1	4	1	3	2	3	1	1	1	1	1	4	2	1	1	2	1	3	1	4	3	3	2
"1103"	3	1	3	3	1	2	2	2	2	3	3	1	4	4	2	1	1	3	4	1	3	2	2	3	1	1	2	4	1	1	2	2	1	3	1	2	4	1	1	1	3	2	1	1	3	2	1	1	4	2	2	3	1	3	1	3	3	2	2	4	3	2	1	1	2	1	1	4	1	1	1	3	1	1	4	1	4	1	1	1	2	4	4	1	3	1	1	4	3	2	1	2	2	1	3	2	1	1	2	2
"1104"	2	2	4	3	1	1	1	3	1	1	2	3	4	1	4	1	2	1	1	1	2	1	2	3	1	1	1	1	1	4	1	2	1	2	1	2	3	2	1	1	3	2	4	2	1	1	2	2	4	2	1	2	1	2	2	3	1	1	2	3	3	2	4	2	2	2	2	3	1	2	1	1	1	1	1	1	1	4	1	1	2	1	4	3	3	1	1	4	3	2	1	3	2	2	2	1	3	1	2	4
"1105"	4	2	2	4	2	3	1	2	4	1	2	1	4	2	2	3	1	3	1	1	4	1	2	4	1	1	1	1	1	1	1	2	1	3	1	4	1	1	2	1	4	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	4	4	2	4	1	2	4	4	2	3	1	3	2	1	2	1	3	1	3	1	1	2	2	1	1	2	1	1	1	2	1	3	2	1
"1106"	1	1	1	3	4	4	1	2	4	3	1	1	2	1	2	3	1	4	4	1	1	2	2	2	1	1	1	1	1	4	1	2	1	2	1	2	4	3	2	2	3	1	4	2	1	1	1	1	2	3	2	3	1	1	3	1	1	2	3	4	3	1	1	1	1	2	1	4	3	3	1	2	1	3	1	1	1	1	1	1	3	1	4	1	4	1	2	2	4	1	3	3	1	1	4	3	1	1	2	1
"1107"	1	1	1	1	1	2	1	1	4	1	1	1	2	2	2	2	1	1	1	1	4	1	2	3	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	3	2	1	2	2	1	4	1	1	1	1	1	1	4	1	4	1	1	2	4	3	4	2	1	4	4	1	2	1	1	4	2	1	2	1	4	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	3	2	3	1	1	3	3	2	1
"1108"	1	2	3	3	4	2	1	1	1	1	3	1	4	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	3	1	1	1	3	4	4	1	3	1	2	3	1	4	2	2	1	1	1	4	4	1	1	1	1	1	1	1	1	2	4	3	1	1	2	2	1	1	3	1	2	4	1	1	2	3	3	1	2	1	1	2	2	1	2	1	1	2	4	2	1	3	2	1	1	1	4	1	2	1	1
"1109"	2	1	1	3	4	2	1	3	1	1	3	1	1	2	1	2	1	3	1	1	4	2	4	2	1	1	1	1	1	2	2	2	1	1	4	2	3	4	2	1	3	1	4	1	2	2	4	1	4	1	1	4	1	2	1	1	1	1	2	4	3	4	2	3	1	2	1	2	1	1	1	3	1	2	3	2	1	2	1	2	2	2	1	1	1	1	1	2	2	1	1	2	1	2	3	1	1	2	1	1
"1110"	2	4	1	3	1	1	1	2	1	1	3	1	1	2	1	1	1	1	4	1	1	3	3	3	1	1	1	1	1	1	2	2	2	4	1	1	1	2	2	1	4	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	4	2	1	1	2	1	2	1	3	1	4	2	1	4	4	1	3	1	1	2	4	4	4	1	1	4	4	4	2	1	3	1	1	1	3	1	2	4	2
"1111"	1	1	2	3	1	2	1	2	1	1	2	2	1	2	4	1	1	3	1	1	1	1	3	2	1	1	1	4	1	4	1	2	1	2	1	1	2	1	2	4	1	3	1	1	1	1	2	1	3	3	2	1	1	1	1	1	3	3	2	1	1	1	1	1	1	2	1	4	1	1	4	1	2	3	1	2	1	2	2	1	3	2	1	1	1	1	1	3	2	1	1	1	1	2	1	2	3	1	4	1
"1112"	2	1	1	2	4	2	1	1	1	1	1	2	2	2	2	2	2	1	2	4	4	1	2	3	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	1	3	1	1	2	2	1	4	1	1	1	4	1	1	4	2	1	1	1	1	4	3	2	1	4	1	1	1	4	1	4	4	2	1	1	4	3	1	4	1	3	2	1	4	1	2	1	1	4	3	1	1	2	2	1	1	1	1	3	4	1
"1113"	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	2	3	1	4	1	4	1	2	4	1	3	1	2	4	1	2	1	1	3	1	3	1	1	2	1	4	2	1	2	3	2	2	1	4	1	1	4	2	1	1	2	1	2	1	4	2	4	1	1	2	2	1	2	4	4	1	1	1	4	3	4	2	3	2	1	3	4	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	1
"1114"	2	1	2	2	4	1	1	3	4	1	1	1	2	1	2	3	1	1	4	4	4	1	2	3	1	1	1	1	1	3	1	4	1	3	1	2	4	3	1	1	2	4	1	2	4	4	1	1	4	1	1	1	1	1	1	1	1	1	2	1	3	2	1	4	1	1	4	4	2	2	3	2	2	1	1	4	1	4	1	1	4	2	3	4	2	1	4	1	4	2	1	1	1	4	3	3	1	1	1	2
"1115"	1	2	2	1	1	1	1	4	4	3	3	1	4	2	2	2	2	1	3	1	1	4	2	4	2	1	1	1	2	3	1	2	1	1	1	3	2	1	1	1	3	2	1	2	2	1	4	1	1	4	1	4	1	2	1	3	1	1	2	2	1	4	2	1	1	1	1	2	1	3	4	3	1	1	1	3	1	3	1	3	3	2	3	3	2	1	4	2	4	2	1	1	2	3	1	1	1	1	3	1
"1116"	4	1	3	1	1	1	1	2	4	1	3	3	4	2	1	1	2	3	1	1	4	1	2	4	1	1	1	1	2	2	1	4	2	4	1	3	4	2	1	2	4	3	1	1	3	4	1	1	4	2	1	1	1	1	1	2	1	2	1	2	1	2	3	2	1	2	2	2	1	1	1	1	3	4	1	2	1	2	1	1	2	2	3	2	1	1	1	4	3	2	1	1	1	1	1	1	4	3	3	1
"1117"	3	2	1	1	4	1	1	4	2	1	2	1	1	1	2	1	1	2	4	1	2	1	2	3	1	1	1	1	4	4	2	1	1	3	1	2	4	2	4	1	3	1	1	1	2	2	3	1	4	1	1	1	1	2	1	2	1	2	2	1	3	2	3	1	2	1	1	2	4	3	3	3	1	1	1	4	1	1	4	3	2	1	1	1	2	1	1	4	4	2	1	4	3	4	1	2	3	3	1	1
"1118"	2	2	2	3	2	1	1	2	1	4	4	1	4	2	2	4	1	1	1	1	1	2	1	2	2	4	1	1	1	2	1	2	4	4	1	4	1	3	1	2	2	3	1	2	2	1	1	1	3	2	4	1	1	1	3	4	1	4	1	3	3	1	2	1	4	1	1	2	1	2	4	3	4	3	1	1	4	1	1	1	2	1	1	3	1	1	4	4	2	1	1	1	3	1	1	1	3	2	1	1
"1119"	1	1	2	1	2	2	1	2	3	1	2	1	4	2	4	1	2	1	1	4	2	1	2	2	1	1	1	1	2	1	4	2	4	3	1	1	4	2	2	2	4	2	1	1	2	2	2	2	3	1	1	1	1	4	1	1	1	3	3	4	1	2	1	4	1	1	1	3	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1	4	2	1	1	1	1	1	1	4	2	4	4
"1120"	1	1	2	3	2	2	1	1	1	1	2	1	4	2	1	1	2	1	3	1	1	1	3	1	1	1	1	1	4	2	1	2	1	1	2	3	2	2	2	1	3	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	4	2	4	3	4	1	1	1	1	1	3	1	1	4	3	3	3	1	4	1	3	2	1	3	1	3	1	1	1	2	2	3	2	1	3	2	1	1	2	4	3	2	1
"1121"	4	1	1	3	4	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	4	1	2	4	1	1	1	1	2	1	1	4	1	2	1	1	2	1	1	1	3	1	1	1	1	1	2	1	2	2	1	1	1	2	4	1	1	1	2	4	1	3	1	1	1	2	4	2	4	1	2	2	4	1	4	3	1	3	1	1	1	2	1	3	3	1	1	4	2	2	1	2	3	4	1	2	1	1	1	2
"1122"	3	2	1	1	1	2	1	1	4	1	2	1	1	2	2	1	1	4	4	2	1	4	2	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	2	2	1	2	1	1	2	1	4	1	4	1	2	1	1	2	1	3	1	1	2	4	1	4	2	1	2	1	2	2	4	4	4	1	4	3	1	2	2	4	1	1	2	2	1	3	2	1	1	1	2	1	1	2	2	4	2	3	1	1	1	2
"1123"	2	2	4	2	4	1	1	2	1	1	3	2	4	1	3	1	1	1	3	1	4	3	2	3	4	1	1	4	3	1	1	1	2	1	1	1	2	1	1	2	3	4	1	2	2	2	3	1	1	2	2	1	1	3	1	1	1	1	2	1	3	1	1	1	1	1	1	4	4	1	4	3	1	2	1	2	1	4	2	1	3	1	1	3	1	1	4	4	3	1	1	1	2	4	2	1	4	1	2	2
